gene,drug_id,rho,pvalue,n_lines,fdr,name
FOXA1,BRD-K00003396-001-01-9,0.3147608646556023,1.2076634176729603e-21,878,3.5773776169648196e-20,CEP-40783
ALDH3A1,BRD-K97152684-001-03-9,0.3148565707211743,1.3029263294823067e-21,876,3.8256274086256875e-20,PD-161570
PXN,BRD-K00003099-001-01-9,0.3148611210138173,1.1707988183690924e-21,878,3.476989832645798e-20,PLX51107
TNS3,BRD-A73891132-001-02-9,0.3148877558847911,1.1611934016276765e-21,878,3.452851422753442e-20,OXF-BD-02
BCAR3,BRD-K73610817-001-10-9,0.3148940727657995,1.1589267684563091e-21,878,3.4505014563517015e-20,UC-112
TNFRSF12A,BRD-K27040396-051-02-9,0.3150078261888963,1.118849498367988e-21,878,3.3396871616675116e-20,CFI-400945
TFAP2C,BRD-K00003423-001-01-9,0.31507035198579497,1.4292166695321884e-21,873,4.139238166085044e-20,BMS-986158
KLF5,BRD-K00004722-001-01-9,0.31507193209139417,1.4285217842564558e-21,873,4.139238166085044e-20,LY3295668
FOSL1,BRD-K30233223-001-04-9,0.3150720595901932,1.0968269576365779e-21,878,3.278138063156278e-20,A-485
BCL2L1,BRD-K00003162-001-01-9,0.3150886170679178,1.0912199511590394e-21,878,3.2655560433404694e-20,crolibulin
AP1M1,BRD-K00003413-001-01-9,0.3153355390256595,1.3171461923201514e-21,873,3.857686817908093e-20,zanubrutinib
FOSL1,BRD-K00087010-001-02-9,0.3153397742250134,2.9101440146619428e-21,858,8.00186893066811e-20,CC-92480
MAFF,BRD-K97840621-001-02-9,0.3153728511247895,9.992655370922423e-22,878,3.008119155415447e-20,API-1
TNFRSF12A,BRD-K00003356-001-01-9,0.3155250822464374,1.2424072991485577e-21,873,3.6756384045189986e-20,mivebresib
TRIO,BRD-K00005242-001-01-9,0.31559221629812434,9.335692950057207e-22,878,2.826344762030273e-20,TEN-010
RBFOX2,BRD-K00003108-001-01-9,0.3156229600597726,9.247096467748539e-22,878,2.8031535492116585e-20,ABBV-744
NAV2,BRD-K00003102-001-01-9,0.31579371526421607,8.769926020429667e-22,878,2.6654188680036698e-20,INCB-057643
EGFR,BRD-K00003174-001-01-9,0.31583855596792904,8.64870569088812e-22,878,2.6388714021858638e-20,soblidotin
EGFR,BRD-K00003370-001-01-9,0.3158646365553958,8.578963427058057e-22,878,2.6210135061072015e-20,cadazolid
RAC1,BRD-K00003099-001-01-9,0.3158686324963392,8.56832704712615e-22,878,2.6210135061072015e-20,PLX51107
NAV2,BRD-K00003267-003-01-9,0.3158862074297019,8.521700581142863e-22,878,2.6132004086465467e-20,ombrabulin
DIXDC1,BRD-K00004690-001-01-9,0.31589515473574986,8.498059656737472e-22,878,2.6099428422768487e-20,SKLB-1028
ARL4C,BRD-K00005242-001-01-9,0.31596561250171695,8.3141431691755255e-22,878,2.560186484189333e-20,TEN-010
KLF5,BRD-K00003102-001-01-9,0.316144922545099,7.863635995022798e-22,878,2.4310701121120743e-20,INCB-057643
SOX9,BRD-K04466929-001-12-9,0.31616309411136023,7.819349300685569e-22,878,2.420580554379114e-20,Merck60
ZNFX1,BRD-K38627885-001-01-9,0.31616956925513007,8.680058705499933e-22,876,2.6449847726850645e-20,APY0201
TFAP2C,BRD-K00003267-003-01-9,0.31617231045143823,7.796982023915659e-22,878,2.416857610914546e-20,ombrabulin
TFAP2C,BRD-K00003102-001-01-9,0.31624329266554835,7.626818937324087e-22,878,2.367251158076209e-20,INCB-057643
NAV2,BRD-K53281329-300-01-5,0.31626108014705273,8.437147279887006e-22,876,2.5946448187568304e-20,BAY-61-3606
RBM47,BRD-K00003267-003-01-9,0.31626361491703797,7.57878024189822e-22,878,2.361750024181936e-20,ombrabulin
WWTR1,BRD-K30233223-001-04-9,0.31630587668056004,7.479834916915194e-22,878,2.334028059788277e-20,A-485
LPAR1,BRD-K00003423-001-01-9,0.31635583579737864,9.612879500139089e-22,873,2.90274185629523e-20,BMS-986158
BCL2L1,BRD-K77286328-001-03-7,0.31646021241892197,7.129215464354008e-22,878,2.230575954924791e-20,reversine
CD63,BRD-K43812936-001-01-9,0.3164850430776534,7.07434207524121e-22,878,2.2163743027149808e-20,Mps1-IN-5
FOSL1,BRD-K58726989-001-02-7,0.3165728600277312,6.883601043513033e-22,878,2.1711676597703996e-20,HTH-01-015
NAV2,BRD-K00003111-001-01-9,0.3165737299839718,6.881737117160219e-22,878,2.1711676597703996e-20,BOS-172722
ALDH3A1,BRD-K75958547-238-04-9,0.31659763884607356,8.919895305622052e-22,873,2.7074778322467354e-20,pitavastatin
TNS3,BRD-K64857848-001-06-4,0.3167794103280728,7.182783595590587e-22,876,2.2443317940660857e-20,ERK5-IN-1
YAP1,BRD-K27040396-051-02-9,0.31708821084224986,5.862395488168453e-22,878,1.8667017350064453e-20,CFI-400945
YAP1,BRD-K00003267-003-01-9,0.31710309484527044,5.835242231662517e-22,878,1.8605904698283266e-20,ombrabulin
KLF5,BRD-K75958547-238-04-9,0.31711823008282203,7.591034098169682e-22,873,2.3624187608844447e-20,pitavastatin
FERMT2,BRD-K00068629-001-02-9,0.31738662145148333,1.5619378403093816e-21,858,4.495126745174676e-20,CBP/p300-IN-4
VCL,BRD-K00068629-001-02-9,0.31741925017519124,1.5464599673107248e-21,858,4.4611262292435103e-20,CBP/p300-IN-4
TNS3,BRD-K00004614-001-01-9,0.3176103486327499,6.515483213860481e-22,873,2.060620753374116e-20,GSK3117391
WWTR1,BRD-K00068629-001-02-9,0.31769965735613276,1.4195398261500335e-21,858,4.1214266853141097e-20,CBP/p300-IN-4
EGFR,BRD-K00029607-334-02-9,0.31791853143083837,1.3276705590574754e-21,858,3.878789538286415e-20,Netarsudil mesylate
PHLDB2,BRD-K64857848-001-06-4,0.3179609124891493,4.97094703951706e-22,876,1.6024961959667963e-20,ERK5-IN-1
ITGB5,BRD-K00003159-300-01-9,0.31798875155904577,4.424668284801872e-22,878,1.4382941189483916e-20,banoxantrone
GPC1,BRD-K00073937-001-02-9,0.3179992942899328,1.29527606279828e-21,858,3.807948696820302e-20,RP-54745
EGFR,BRD-K00003307-001-01-9,0.31801137865696016,5.751519882293973e-22,873,1.836400583182715e-20,COH29
FAM83H,BRD-K00003159-300-01-9,0.3180132125816447,4.390922624172323e-22,878,1.4313060470314578e-20,banoxantrone
TNFRSF12A,BRD-K00003305-001-01-9,0.31807373063514033,4.308522593069752e-22,878,1.4083746859472203e-20,BMS-779788
MECOM,BRD-K00004593-001-01-9,0.3181866322304655,5.446113190981446e-22,873,1.7484417238958567e-20,BW-348U87
RRAS2,BRD-A25988899-001-01-6,0.31834247411639954,4.412269688621053e-22,876,1.4362613810926358e-20,tenofovir-alafenamide
CLTB,BRD-K38627885-001-01-9,0.31839597825483107,4.339060217748086e-22,876,1.4163759135364284e-20,APY0201
LIF,BRD-A73891132-001-02-9,0.3184004614534151,3.889348605485834e-22,878,1.280307825456548e-20,OXF-BD-02
CD63,BRD-K00004593-001-01-9,0.31843945541432433,5.033555440057292e-22,873,1.620444321556736e-20,BW-348U87
DOCK5,BRD-K00003102-001-01-9,0.31850266564697094,3.766697785855028e-22,878,1.2416820966291075e-20,INCB-057643
VCL,BRD-K00003423-001-01-9,0.3185222839248788,4.90523096037102e-22,873,1.5834952763230866e-20,BMS-986158
BCAR3,BRD-K00003423-001-01-9,0.31858469459330524,4.810679485154676e-22,873,1.5551203447722695e-20,BMS-986158
NAV2,BRD-K64857848-001-06-4,0.31861904527754764,4.0465526978903864e-22,876,1.3264520288231994e-20,ERK5-IN-1
YAP1,BRD-K27677357-003-04-9,0.31867281387222707,4.680238205530716e-22,873,1.5150488551199987e-20,ruboxistaurin
ITGB5,BRD-K00003187-236-01-9,0.31875778965551693,3.4769599449449008e-22,878,1.1526738699752087e-20,guadecitabine
FOSL1,BRD-K00005264-001-02-9,0.3188177948821653,3.4120783914965077e-22,878,1.1327712523587554e-20,AZD5991
LIF,BRD-K00003528-457-01-9,0.31900962735204774,4.2130785663144735e-22,873,1.3791046533879814e-20,AZD5153
BCL2L1,BRD-K55790047-001-02-9,0.3190143722144872,3.5752393460891065e-22,876,1.1835764022208866e-20,ON-01500
EGFR,BRD-K30233223-001-04-9,0.31906183637176405,3.160304965023421e-22,878,1.0533927458087421e-20,A-485
CLTB,BRD-K73610817-001-10-9,0.3191106788601426,3.1121651912612086e-22,878,1.0391074978593852e-20,UC-112
GPC1,BRD-K00003143-001-01-9,0.3191435354385934,3.080189678730288e-22,878,1.02990262047617e-20,BAY1217389
PXN,BRD-K00087010-001-02-9,0.3192823529436358,8.739558597992274e-22,858,2.6596479629202532e-20,CC-92480
TFAP2A,BRD-K00003396-001-01-9,0.3192889440905922,2.9425331243609422e-22,878,9.881161520483325e-21,CEP-40783
CCND1,BRD-K00003099-001-01-9,0.31930692960691864,2.925934584889095e-22,878,9.839560160867327e-21,PLX51107
ITGB5,BRD-K00004614-001-01-9,0.3194052913889198,3.722865622920688e-22,873,1.228966318346078e-20,GSK3117391
MECOM,BRD-K00003388-001-01-9,0.3194821651686162,3.6343799748194223e-22,873,1.2014530236418605e-20,CXD101
PXN,BRD-K00003305-001-01-9,0.3195918411019588,2.675005037330856e-22,878,9.100468374453677e-21,BMS-779788
VCL,BRD-K00003099-001-01-9,0.31970851586743015,2.5784938566596267e-22,878,8.784921052164548e-21,PLX51107
LPAR1,BRD-A73891132-001-02-9,0.31971244464494497,2.575304636113615e-22,878,8.784921052164548e-21,OXF-BD-02
POU3F2,BRD-K00091285-001-01-9,0.3197305679639152,7.613818582208606e-22,858,2.3663586157364297e-20,Theliatinib
PARD6B,BRD-K55790047-001-02-9,0.3197447554612411,2.842710654334352e-22,876,9.601131996113075e-21,ON-01500
ARF4,BRD-K00005242-001-01-9,0.319772758464688,2.526830718316996e-22,878,8.63407712697439e-21,TEN-010
ITGAV,BRD-K00003187-236-01-9,0.3198122334975975,2.4955940660056247e-22,878,8.544669295386676e-21,guadecitabine
TFAP2A,BRD-K00003159-300-01-9,0.31983032630558117,2.4814050047752626e-22,878,8.516211126520916e-21,banoxantrone
ELOVL1,BRD-K00004593-001-01-9,0.31984770980454913,3.241245124064068e-22,873,1.0775872125124523e-20,BW-348U87
CD63,BRD-K38627885-001-01-9,0.3198634062465674,2.7386161947758094e-22,876,9.289831306865053e-21,APY0201
ITGB5,BRD-K00003274-001-01-9,0.31992469988169103,3.1639641774676407e-22,873,1.0533927458087421e-20,selonsertib
CCND1,BRD-K00003102-001-01-9,0.31997111497512964,2.373682861755351e-22,878,8.170503069947875e-21,INCB-057643
EGFR,BRD-K00004617-001-01-9,0.3200515179539215,3.0406171300602526e-22,873,1.0181275582201751e-20,imidazoacridinone
ZNFX1,BRD-K00004593-001-01-9,0.32013042314916224,2.9662819192199493e-22,873,9.946619944907984e-21,BW-348U87
MECOM,BRD-K00003375-004-01-9,0.3202229051921232,2.192427850185718e-22,878,7.568895674230517e-21,visomitin
GPC1,BRD-K00003454-001-01-9,0.3202468294304335,2.1759343268256767e-22,878,7.534212901714032e-21,seclidemstat
SOX9,BRD-K64857848-001-06-4,0.3202935356327492,2.391867924644447e-22,876,8.220990755116178e-21,ERK5-IN-1
CD63,BRD-K00003432-001-01-9,0.3203637202390152,2.7568394672068804e-22,873,9.338094496747712e-21,EDO-S101
TNFRSF12A,BRD-K00003143-001-01-9,0.3203947181327407,2.0766661418686312e-22,878,7.215775651874527e-21,BAY1217389
BCL2L1,BRD-K00003156-066-01-9,0.3204961905127915,2.011156354343791e-22,878,7.005178288185258e-21,eribulin
ITGB5,BRD-K58726989-001-02-7,0.32059109733005586,1.9517351781470244e-22,878,6.838973700697489e-21,HTH-01-015
TNFRSF12A,BRD-K12106308-003-01-9,0.3206223908585792,2.1563633079729387e-22,876,7.477525702365508e-21,K145
EGFR,BRD-K00073937-001-02-9,0.320686427554142,5.669561418818589e-22,858,1.8127084744271965e-20,RP-54745
BCL2L1,BRD-K00090624-001-01-9,0.32070377627299435,5.639246196172026e-22,858,1.8054857821497616e-20,Ubrogepant
KLF5,BRD-K00003316-001-01-9,0.3207560559833893,1.8525544995354284e-22,878,6.510962971901057e-21,eldecalcitol
ITGB5,BRD-K00003305-001-01-9,0.3208484421271972,1.799200753326022e-22,878,6.342521871302532e-21,BMS-779788
ERBB2,BRD-K18530250-001-02-9,0.3208779307081479,1.9893165594857234e-22,876,6.949821618580018e-21,Mps-BAY-2a
EGFR,BRD-K94882685-003-10-0,0.32088121083642135,1.7806436887518482e-22,878,6.296097472542843e-21,tolonium
FOSL1,BRD-K00003423-001-01-9,0.3209159023551607,2.317562854842617e-22,873,7.989097204038591e-21,BMS-986158
SPINT2,BRD-K00003267-003-01-9,0.32095588291191535,1.7390601278275567e-22,878,6.171176911443176e-21,ombrabulin
ITGB5,BRD-K00004624-001-01-9,0.32138944499755406,1.9964659174201836e-22,873,6.96438827193202e-21,CJ-13610
FOXA1,BRD-K00089573-003-01-9 - QC Failure,0.32139985914745434,4.546453013065729e-22,858,1.4758291641857253e-20,{3-[(aminocarbonyl)amino]-2-methoxypropyl}(chloro) - QC Failure
KLF5,BRD-K00003409-001-01-9,0.32144537483308655,1.9615725495873071e-22,873,6.863154734873434e-21,CFI-402257
BCL2L1,BRD-K00003409-001-01-9,0.32159668520793105,1.8701650251203143e-22,873,6.562987532599397e-21,CFI-402257
PHLDB2,BRD-K00003214-001-01-9,0.32161020878861585,1.4133995981552486e-22,878,5.067197299638459e-21,sapacitabine
SOX9,BRD-K00003375-004-01-9,0.3216360702069483,1.4018492281690304e-22,878,5.048385232783757e-21,visomitin
GPC1,BRD-K00004614-001-01-9,0.3217106678476669,1.804098903942714e-22,873,6.350210780564625e-21,GSK3117391
ELOVL1,BRD-K00003528-457-01-9,0.32177167729627276,1.7696899064362775e-22,873,6.26684734745889e-21,AZD5153
RBM47,BRD-K00003396-001-01-9,0.3221074547978088,1.2069369923577706e-22,878,4.359896659255922e-21,CEP-40783
GRHL2,BRD-K00004726-001-01-9,0.32212534952984184,1.582624965854159e-22,873,5.6300016289107155e-21,ametantrone
FOSL1,BRD-K00003432-001-01-9,0.32225579416642725,1.518680596538188e-22,873,5.427309312276839e-21,EDO-S101
EGFR,BRD-K00003396-001-01-9,0.32241221147702265,1.0954411238682695e-22,878,3.990647540471762e-21,CEP-40783
CD63,BRD-K00003172-001-01-9,0.3224824757609758,1.4135772032193545e-22,873,5.067197299638459e-21,E7820
ITGAV,BRD-K69555850-001-02-9,0.32250108622680573,1.405274630081685e-22,873,5.052935177579868e-21,AZD0156
ZNFX1,BRD-K97840621-001-02-9,0.3225286231146487,1.0555931423041983e-22,878,3.873049124322405e-21,API-1
CDKN2B,BRD-K00003412-300-01-9,0.3226105706642107,1.0284048034706983e-22,878,3.788051148384447e-21,trilaciclib
CD63,BRD-K50387473-001-11-0,0.32275417203847184,1.097889084598384e-22,876,3.990647540471762e-21,XMD8-92
GRHL2,BRD-K75958547-238-04-9,0.32285307416993086,1.2570158746867683e-22,873,4.5337924418486336e-21,pitavastatin
SOX9,BRD-K00003423-001-01-9,0.3230063722380419,1.1973817800987445e-22,873,4.3320753814965726e-21,BMS-986158
CD63,BRD-K04466929-001-12-9,0.32309159600305404,8.822123392674687e-23,878,3.2801494244482198e-21,Merck60
PHLDB2,BRD-K27677357-003-04-9,0.3231604916187441,1.140247677003095e-22,873,4.131762590219587e-21,ruboxistaurin
LPAR1,BRD-K00003388-001-01-9,0.32318730955064745,1.1305848511729672e-22,873,4.103110115157545e-21,CXD101
GRHL2,BRD-K00003396-001-01-9,0.3232582082789652,8.365271402361732e-23,878,3.1282099714559746e-21,CEP-40783
ITGB5,BRD-K00003214-001-01-9,0.3232971373693392,8.261943790202476e-23,878,3.0994887682923316e-21,sapacitabine
MAFF,BRD-K00004614-001-01-9,0.3233680264998579,1.0675473454713384e-22,873,3.9107706204319945e-21,GSK3117391
YAP1,BRD-K00003187-236-01-9,0.323458773114417,7.846244548856846e-23,878,2.9482705401267234e-21,guadecitabine
ITGB5,BRD-K95216408-001-02-9,0.32347459996249217,1.0320140441472836e-22,873,3.7924893458821245e-21,tucidinostat
CLTB,BRD-K27677357-003-04-9,0.32348323852651195,1.0291855550334261e-22,873,3.788051148384447e-21,ruboxistaurin
ALDH3A1,BRD-A74328360-409-02-8,0.3235305932768136,8.57432683850065e-23,876,3.196158961235043e-21,antimonyl
ITGB5,BRD-K00003388-001-01-9,0.3236016001500661,9.911938122778357e-23,873,3.665535091860376e-21,CXD101
TNFRSF12A,BRD-K00003454-001-01-9,0.32361108461524907,7.473471188212861e-23,878,2.8127209116088728e-21,seclidemstat
CDH2,BRD-K97840621-001-02-9,0.32361136988465955,7.472789698677932e-23,878,2.8127209116088728e-21,API-1
PHLDB2,BRD-A73891132-001-02-9,0.32364196317496685,7.400059718039002e-23,878,2.7962268884600223e-21,OXF-BD-02
GFI1,BRD-K00076647-001-02-9,0.3239150567158266,2.0777926637478848e-22,858,7.215775651874527e-21,MK-0429
CD63,BRD-K29066607-001-02-9,0.3239738638618364,6.654619246052126e-23,878,2.5248662503040635e-21,D-157495
CD44,BRD-A73891132-001-02-9,0.3240137426208728,6.57020422510211e-23,878,2.5009578688776307e-21,OXF-BD-02
JUN,BRD-K00003108-001-01-9,0.32402184615203167,6.553180559792726e-23,878,2.498547080643974e-21,ABBV-744
GPC1,BRD-K27677357-003-04-9,0.32412818984379366,8.382932864343558e-23,873,3.1298068195756816e-21,ruboxistaurin
FADD,BRD-K27040396-051-02-9,0.3241432363057987,6.303324329110604e-23,878,2.4151032167208694e-21,CFI-400945
RBM47,BRD-K00004726-001-01-9,0.3241554195533967,8.310546106795465e-23,873,3.1127256988465325e-21,ametantrone
KLF5,BRD-K94882685-003-10-0,0.3243831930288187,5.836799769240324e-23,878,2.254837755482394e-21,tolonium
RAC1,BRD-K64857848-001-06-4,0.3244640854212608,6.363681980188328e-23,876,2.4302610333490456e-21,ERK5-IN-1
BCAR3,BRD-K00003108-001-01-9,0.32458033597803804,5.479183987436416e-23,878,2.1272340224977396e-21,ABBV-744
WWTR1,BRD-K00087010-001-02-9,0.32481503978760057,1.5672481735351764e-22,858,5.5837994377841675e-21,CC-92480
PHLDB2,BRD-K00004593-001-01-9,0.3248544622361329,6.64976225029044e-23,873,2.5248662503040635e-21,BW-348U87
BCL2L1,BRD-K00003316-001-01-9,0.32495676532421647,4.855443345744653e-23,878,1.9008613379689116e-21,eldecalcitol
NAV2,BRD-K66908976-001-01-8,0.32497427265575307,5.404370627846936e-23,876,2.1016797057244357e-21,URMC-099
ERBB2,BRD-K00003388-001-01-9,0.3250056720830268,6.336200488604842e-23,873,2.4237263145609224e-21,CXD101
ITGAV,BRD-K94882685-003-10-0,0.3250514475754171,4.7099396450552616e-23,878,1.8500959560375053e-21,tolonium
FAM83H,BRD-K55790047-001-02-9,0.3251157708391919,5.1646363859115435e-23,876,2.015156621227456e-21,ON-01500
MECOM,BRD-K00003307-001-01-9,0.32531214906474304,5.744804164573114e-23,873,2.223915296656935e-21,COH29
CD63,BRD-K77286328-001-03-7,0.325364066247346,4.259455149604759e-23,878,1.6930609822544631e-21,reversine
ZEB2,BRD-K00003501-001-01-9,0.32536964422336534,4.2518168504323175e-23,878,1.6930609822544631e-21,lazertinib
AP1M1,BRD-K00003463-001-01-9,0.3253869474547071,4.228208400193483e-23,878,1.6921521700226385e-21,pyrotinib
PARD6B,BRD-K39576764-071-01-6,0.3253951094728963,4.7218019352037507e-23,876,1.851643537409095e-21,mivobulin
WWTR1,BRD-K00003305-001-01-9,0.32546518664971724,4.1230664583323536e-23,878,1.6557441454320234e-21,BMS-779788
PXN,BRD-K38627885-001-01-9,0.32559030500904845,4.4348489803495606e-23,876,1.7568015316733888e-21,APY0201
CD63,BRD-A00047421-001-01-7,0.325727735241455,3.788773742131132e-23,878,1.5293820362882351e-21,ARV-825
TNFRSF12A,BRD-K91876515-001-03-9,0.32578526092497845,3.719186545602907e-23,878,1.5064961515395346e-21,S63845
CD63,BRD-K41141507-001-18-9,0.32583104879809655,4.865369970135239e-23,873,1.9015623234448294e-21,cyproterone-acetate
KLF5,BRD-K00003362-066-01-9,0.32585099477411794,3.6412156773523134e-23,878,1.4774738335256645e-21,mitoquinone
GPC1,BRD-K73610817-001-10-9,0.32589212251301247,3.593255592256673e-23,878,1.4605490382995297e-21,UC-112
ERBB2,BRD-K55790047-001-02-9,0.3259231157362519,3.984807668727966e-23,876,1.6057400833363797e-21,ON-01500
YAP1,BRD-K00003528-457-01-9,0.325967089556971,4.6577329371821624e-23,873,1.832668926057601e-21,AZD5153
GSTT2B,BRD-K97840621-001-02-9,0.3259797554288076,3.4931374680087817e-23,878,1.4248099284869328e-21,API-1
DKK1,BRD-K00004614-001-01-9,0.3259937570417984,4.6180696261952377e-23,873,1.8201268685233574e-21,GSK3117391
ITGB5,BRD-K00003307-001-01-9,0.3260115917092385,4.5917300878283753e-23,873,1.812802628593324e-21,COH29
BCL2,BRD-K00091285-001-01-9,0.3260118395661332,1.0755843932240824e-22,858,3.934046703980165e-21,Theliatinib
CD63,BRD-K00003417-001-01-9,0.32603478292118815,4.557701575304542e-23,873,1.802412880169505e-21,MRX-2843
TNFRSF12A,BRD-K00003370-001-01-9,0.32604770295431107,3.4174116310590464e-23,878,1.3963591720474131e-21,cadazolid
SOX9,BRD-K00005264-001-02-9,0.32619057472569835,3.263437633457583e-23,878,1.3381239363012391e-21,AZD5991
FAM83H,BRD-K00003307-001-01-9,0.3262293706057078,4.281829661293138e-23,873,1.6990649039684757e-21,COH29
CD44,BRD-K00003388-001-01-9,0.32625288076517517,4.249636921110889e-23,873,1.6930609822544631e-21,CXD101
PXN,BRD-K00029607-334-02-9,0.32632438610857184,9.746023179544073e-23,858,3.609889916835247e-21,Netarsudil mesylate
PXN,BRD-K00004593-001-01-9,0.32633906857428446,4.1336518227017313e-23,873,1.657147691255315e-21,BW-348U87
KLF5,BRD-K00003293-001-01-9,0.32639567135299696,4.0591879520131175e-23,873,1.6328974322624885e-21,mertansine
TNS3,BRD-K50387473-001-11-0,0.3265465958958044,3.259816603353988e-23,876,1.3381239363012391e-21,XMD8-92
ITGB5,BRD-K00003111-001-01-9,0.32659419140966367,2.864540477502631e-23,878,1.1807767202855642e-21,BOS-172722
BCL2L1,BRD-K00091104-001-01-9,0.3266377490338787,8.827716874798606e-23,858,3.2801494244482198e-21,9-ING-41
FOSL1,BRD-K95216408-001-02-9,0.3266609432539662,3.7275017624108146e-23,873,1.5072520967312379e-21,tucidinostat
TFAP2C,BRD-K00003108-001-01-9,0.3268536697940318,2.6339628021295354e-23,878,1.0993031894887769e-21,ABBV-744
NAV2,BRD-K00003528-457-01-9,0.32685522054000976,3.501719090445189e-23,873,1.4258219265136753e-21,AZD5153
RAC1,BRD-K00003528-457-01-9,0.32697002199534153,3.374711499569387e-23,873,1.3813267454979984e-21,AZD5153
KLF5,BRD-K64857848-001-06-4,0.3270930508382836,2.732665502897535e-23,876,1.1324088321581771e-21,ERK5-IN-1
TNFRSF12A,BRD-A25988899-001-01-6,0.32715579257484045,2.677816491335735e-23,876,1.113628594937701e-21,tenofovir-alafenamide
TNS3,BRD-K97840621-001-02-9,0.3271929296368267,2.3599635382298103e-23,878,9.956149425181792e-22,API-1
ERBB2,BRD-K00003532-001-01-9,0.3273767215551989,2.2234970474922184e-23,878,9.465860290343921e-22,inarigivir
NAV2,BRD-K18530250-001-02-9,0.32744861064610525,2.4358874173782734e-23,876,1.0239489337943347e-21,Mps-BAY-2a
DKK1,BRD-K64857848-001-06-4,0.3274772620823795,2.4134092423941957e-23,876,1.0163279425808494e-21,ERK5-IN-1
PHLDB2,BRD-K00003102-001-01-9,0.3274995445502851,2.1366792243164664e-23,878,9.14623934628653e-22,INCB-057643
CD44,BRD-K00004624-001-01-9,0.3276401615417729,2.719197953188412e-23,873,1.1288293883111824e-21,CJ-13610
ITGB5,BRD-K18530250-001-02-9,0.32767586861193065,2.2631325521045078e-23,876,9.617078910506647e-22,Mps-BAY-2a
DOCK5,BRD-K00003432-001-01-9,0.32771982956202866,2.6501749201639346e-23,873,1.1040978294843401e-21,EDO-S101
TFAP2A,BRD-K39576764-071-01-6,0.32776568591875127,2.1982460219777806e-23,876,9.392578798110546e-22,mivobulin
KLF5,BRD-K00004617-001-01-9,0.32776815453601155,2.6091538482412543e-23,873,1.0908970257798675e-21,imidazoacridinone
CCND1,BRD-K00003108-001-01-9,0.3277715417935173,1.9561656452712822e-23,878,8.419798059167662e-22,ABBV-744
PXN,BRD-K00003108-001-01-9,0.32783297245229437,1.9175317939647473e-23,878,8.268736732203703e-22,ABBV-744
TRIO,BRD-K00003108-001-01-9,0.3278709295804582,1.8940385131860826e-23,878,8.196937551727801e-22,ABBV-744
RAC1,BRD-K00003423-001-01-9,0.32788102702328287,2.515770029708537e-23,873,1.0537379414757693e-21,BMS-986158
BCL2L1,BRD-K09774593-001-02-9,0.32799009781934607,2.044052585160775e-23,876,8.765797618417914e-22,S-trityl-L-cysteine
CDKN2B,BRD-K88554883-001-03-2,0.3280843535492017,1.9825239046605153e-23,876,8.517564099214258e-22,ON123300
DKK1,BRD-K00004593-001-01-9,0.3280873472443665,2.3535329911216555e-23,873,9.946975238425919e-22,BW-348U87
PXN,BRD-K73610817-001-10-9,0.3281505888997574,1.729498374011479e-23,878,7.527343761153872e-22,UC-112
KLF5,BRD-K00004701-001-01-9,0.32815916110903565,1.7246846698373317e-23,878,7.5203974073578575e-22,KPT-9274
GSTT2B,BRD-K00003375-004-01-9,0.32825149639964,1.67366631810084e-23,878,7.311575548907071e-22,visomitin
TNFRSF12A,BRD-K00003274-001-01-9,0.32826674499321473,2.2209015318096482e-23,873,9.465860290343921e-22,selonsertib
PHLDB2,BRD-K97840621-001-02-9,0.3283194323815854,1.6370848347326074e-23,878,7.192095255144831e-22,API-1
TNFRSF12A,BRD-K18530250-001-02-9,0.3284747260419799,1.7466035918589148e-23,876,7.587661551845085e-22,Mps-BAY-2a
EGFR,BRD-K00003159-300-01-9,0.3285250685712548,1.531105229941001e-23,878,6.764648664306442e-22,banoxantrone
LPAR1,BRD-K64857848-001-06-4,0.3286166981441965,1.667873724721514e-23,876,7.299914736739929e-22,ERK5-IN-1
CIRBP,BRD-K00003313-001-01-9,0.32865896536265954,1.465774359423838e-23,878,6.50058412304629e-22,trabectedin
ERBB2,BRD-K94882685-003-10-0,0.32866452708500427,1.463121138244894e-23,878,6.50058412304629e-22,tolonium
TNFRSF12A,BRD-K00004617-001-01-9,0.3287530845203024,1.8973743006523792e-23,873,8.196937551727801e-22,imidazoacridinone
PXN,BRD-K00003423-001-01-9,0.328878359539094,1.821881375330435e-23,873,7.90000213436418e-22,BMS-986158
YAP1,BRD-K00003108-001-01-9,0.32889207625863154,1.3585454820695628e-23,878,6.071113768055416e-22,ABBV-744
BCAR3,BRD-K00003099-001-01-9,0.32891589188554576,1.3480371783677418e-23,878,6.035694431572963e-22,PLX51107
KLF5,BRD-K00089584-201-01-9 - QC Failure,0.3289390661188967,4.252764060328817e-23,858,1.6930609822544631e-21,Maduramicin ammonium - QC Failure
EGFR,BRD-K00003108-001-01-9,0.328959840529334,1.328856001005943e-23,878,5.961232716988657e-22,ABBV-744
FADD,BRD-K00003351-003-01-9,0.3291137079293235,1.2638030982693287e-23,878,5.680308848605913e-22,methacycline
VCL,BRD-K00003102-001-01-9,0.3291686090154231,1.2413622141126541e-23,878,5.590196082512707e-22,INCB-057643
DKK1,BRD-K00003102-001-01-9,0.3292096081670963,1.2248611323146346e-23,878,5.526535595455143e-22,INCB-057643
PARD6B,BRD-K00003156-066-01-9,0.32946924162294666,1.1252862501497683e-23,878,5.106833056019492e-22,eribulin
