gene,drug_id,name,rho,pvalue,fdr,n_lines
DKK1,BRD-K00091078-001-01-9,AZD-0364,-0.2438417585245317,4.431065046211883e-13,2.491887686719541e-12,858
MYB,BRD-K58726989-001-02-7,HTH-01-015,-0.2437883570563777,2.4032559993964897e-13,1.430325928645143e-12,878
TCF3,BRD-K00003114-001-01-9,C188-9,-0.2436374770053533,2.488468719928911e-13,1.4746574777428625e-12,878
CIRBP,BRD-K00091265-001-01-9,GSK2983559 (free acid),-0.2435421112926163,4.741142331281715e-13,2.6515907769015615e-12,858
LIF,BRD-K00003376-001-01-9,TAK-243,-0.243493645938591,2.572455445699501e-13,1.519035590623768e-12,878
BCL2L1,BRD-K00091285-001-01-9,Theliatinib,-0.2434350302072629,4.857029750790297e-13,2.7092720605124298e-12,858
ME2,BRD-K00002423-001-02-9,PF-05175157,-0.2434187352766213,2.6172922142706624e-13,1.5435617873311614e-12,878
MEF2C,BRD-K32143970-001-02-9,AP-18,-0.2433583107462465,2.824207011221971e-13,1.6541344982614193e-12,876
RBM47,BRD-K00004573-001-01-9,RG7834,-0.243346566259461,2.661212364063373e-13,1.5659077384916709e-12,878
ME2,BRD-K00029607-334-02-9,Netarsudil mesylate,-0.2433339282566334,4.968992145471411e-13,2.765125819618044e-12,858
EIF2D,BRD-K00003174-001-01-9,soblidotin,-0.2432960794249833,2.692366104669737e-13,1.5828669528855573e-12,878
ATP5F1A,BRD-K00089584-201-01-9 - QC Failure,Maduramicin ammonium - QC Failure,-0.2432794068153795,5.030416209954485e-13,2.796643379140253e-12,858
MYB,BRD-K00003316-001-01-9,eldecalcitol,-0.2432688575959694,2.709311891111519e-13,1.59140581852371e-12,878
PIM2,BRD-K00004617-001-01-9,imidazoacridinone,-0.2432127857236982,3.205334769090857e-13,1.85709182506672e-12,873
RAC1,BRD-K00076647-001-02-9,MK-0429,-0.2431406746745502,5.190088109338394e-13,2.877882308219619e-12,858
TCF3,BRD-K00004617-001-01-9,imidazoacridinone,-0.2429052580848584,3.439167254473045e-13,1.977859672036024e-12,873
GFI1,BRD-K00003388-001-01-9,CXD101,-0.2428603821653296,3.4746585927609973e-13,1.99630581686357e-12,873
MAFK,BRD-K00004604-001-01-9,PRLX-93936,-0.2428286004360792,3.500010985714239e-13,2.0093897508748017e-12,873
ME2,BRD-K50387473-001-11-0,XMD8-92,-0.2427017686001444,3.283933018596353e-13,1.896986715537172e-12,876
KLF5,BRD-K00003291-001-01-9,BEBT-908,-0.2426300902055491,3.1383677845839e-13,1.8254600871877783e-12,878
CCNB1IP1,BRD-K00003143-001-01-9,BAY1217389,-0.242608925504564,3.153669072790337e-13,1.8316986473473097e-12,878
CCNB1IP1,BRD-K00003528-457-01-9,AZD5153,-0.242603897488013,3.68450425311471e-13,2.10548247931044e-12,873
MYB,BRD-K00090646-001-01-9,TK216,-0.2425184093555679,5.969543944176393e-13,3.2728168206260995e-12,858
SURF4,BRD-K00076647-001-02-9,MK-0429,-0.2424964745495528,5.999016711701121e-13,3.2874330266325585e-12,858
NARF,BRD-K00004726-001-01-9,ametantrone,-0.2424267977913195,3.836600418172734e-13,2.184917762512991e-12,873
LIF,BRD-K30177383-001-02-9,dalbavancin,-0.2424042473109689,3.515701871151265e-13,2.017902360818943e-12,876
NARF,BRD-K00003375-004-01-9,visomitin,-0.2423737203855845,3.328714731450649e-13,1.920007914695572e-12,878
CLTB,BRD-K00004559-001-01-9,convallatoxin,-0.2423586940375799,3.3402158608517055e-13,1.925009235327944e-12,878
PIAS4,BRD-K00003174-001-01-9,soblidotin,-0.2423580886095595,3.340680069523422e-13,1.925009235327944e-12,878
TNFRSF12A,BRD-K00003313-001-01-9,trabectedin,-0.2422942647631604,3.389973105988054e-13,1.951488951555488e-12,878
ALDH3A1,BRD-K00069020-001-02-9,Mobocertinib,-0.24222236661223,6.379567988681415e-13,3.4764108890525064e-12,858
TFAP2C,BRD-K00003343-001-01-9,VLX1570,-0.2420910273690204,3.551737890566422e-13,2.0365853282217478e-12,878
TNS3,BRD-K00003313-001-01-9,trabectedin,-0.2420851179176365,3.556552937511073e-13,2.0388460940767427e-12,878
RAC1,BRD-K00003404-001-01-9,CYC065,-0.241936606536346,4.290407446683189e-13,2.422111179803853e-12,873
CIRBP,BRD-K00003432-001-01-9,EDO-S101,-0.2419234381086501,4.3032973429515934e-13,2.427656123100888e-12,873
TFAP2C,BRD-K00003223-003-01-9,amiselimod,-0.2418946986765384,4.331560865975561e-13,2.441216314434068e-12,873
MYB,BRD-K00003356-001-01-9,mivebresib,-0.2418327845853456,4.393069378189723e-13,2.47170961740612e-12,873
MITF,BRD-K30177383-001-02-9,dalbavancin,-0.2418086325892243,4.028892007890221e-13,2.2888493925233414e-12,876
SASH3,BRD-K88554883-001-03-2,ON123300,-0.2417522752923082,4.081092591482701e-13,2.3140052413423988e-12,876
EIF2D,BRD-K00003214-001-01-9,sapacitabine,-0.2416821647195497,3.900426067467101e-13,2.219103165745888e-12,878
LUC7L,BRD-K91876515-001-03-9,S63845,-0.2416564583449929,3.9234368094876245e-13,2.2311086401787042e-12,878
TCF3,BRD-K00003143-001-01-9,BAY1217389,-0.2415460164992614,4.023820816551994e-13,2.2865241946134986e-12,878
TCF4,BRD-K00003293-001-01-9,mertansine,-0.2415173992696339,4.719922992160895e-13,2.641619735938324e-12,873
SOX10,BRD-K00004559-001-01-9,convallatoxin,-0.2415123371684484,4.05493090767664e-13,2.302522963416385e-12,878
MYB,BRD-K00090635-001-01-9,DM4,-0.2414495787993488,7.584391785280182e-13,4.075934808129879e-12,858
TBX2,BRD-K00003313-001-01-9,trabectedin,-0.2414079109360259,4.1528974682850426e-13,2.3484519629508357e-12,878
ELOVL1,BRD-K00004604-001-01-9,PRLX-93936,-0.2414022522354068,4.845101615001464e-13,2.7032636654527137e-12,873
MYC,BRD-K00003375-004-01-9,visomitin,-0.2413624808527811,4.1962380883286203e-13,2.3706665844915765e-12,878
GLI1,BRD-K00004726-001-01-9,ametantrone,-0.2412938225945031,4.965949476092658e-13,2.764749193788414e-12,873
ME2,BRD-K66908976-001-01-8,URMC-099,-0.2411787410886854,4.65149136474743e-13,2.6070660953687505e-12,876
FOXA1,BRD-K00004690-001-01-9,SKLB-1028,-0.2411724445749286,4.3823909601744013e-13,2.4662952449120187e-12,878
AP1M1,BRD-K00004726-001-01-9,ametantrone,-0.2411404640548064,5.141930284464945e-13,2.855828725675752e-12,873
MYB,BRD-K00029607-334-02-9,Netarsudil mesylate,-0.241053141798365,8.286298747550357e-13,4.4075415186105355e-12,858
ETS1,BRD-K53114651-001-12-7,azaguanine-8,-0.2410495576230214,4.790371689200999e-13,2.674643266125317e-12,876
CD47,BRD-K00004604-001-01-9,PRLX-93936,-0.2410214479204354,5.282701758355782e-13,2.9236870825548497e-12,873
WWTR1,BRD-K00078302-075-02-9 - QC Failure,Elubrixin (tosylate) - QC Failure,-0.2409859564516287,8.411400180512443e-13,4.466967621425513e-12,858
BCAR3,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2409580859324322,8.463837407712322e-13,4.490733436845683e-12,858
PIM2,BRD-K66908976-001-01-8,URMC-099,-0.2409368995728688,4.914797966520948e-13,2.7380115951566346e-12,876
ERBB2,BRD-K00003463-001-01-9,pyrotinib,-0.240918077547969,4.644278476657322e-13,2.6036477945894682e-12,878
SOX10,BRD-K11848003-001-17-9,Zearalanol,-0.2408492345225737,8.671722496762734e-13,4.596858657163498e-12,858
MYB,BRD-K00003532-001-01-9,inarigivir,-0.2408067148826902,4.763705565877313e-13,2.662298576893461e-12,878
MECOM,BRD-K00091071-001-01-9,PF-06952229,-0.2407758617190213,8.81466432806488e-13,4.669454548402819e-12,858
DOCK10,BRD-K53114651-001-12-7,azaguanine-8,-0.2407504259178659,5.127745964554789e-13,2.8487206722979455e-12,876
E2F3,BRD-K00003174-001-01-9,soblidotin,-0.240668982865839,4.915581316651222e-13,2.7380115951566346e-12,878
FOSL1,BRD-K30177383-001-02-9,dalbavancin,-0.2406382374343569,5.260191937030236e-13,2.9132987192481202e-12,876
TXLNG,BRD-K00003214-001-01-9,sapacitabine,-0.2406159529088724,4.975313769296629e-13,2.7679846088074467e-12,878
BCL2,BRD-K00090636-001-01-9,PT2399,-0.2406017967541995,9.163068478240178e-13,4.840850734028694e-12,858
CD19,BRD-K97840621-001-02-9,API-1,-0.2405998370892411,4.993607024721427e-13,2.7775007944262057e-12,878
BCL2,BRD-K71500795-003-02-9,TAK-659,-0.2405346406758501,5.898872067133098e-13,3.237868434782404e-12,873
MAFF,BRD-K00003273-003-01-9,cbl0137,-0.2405073754398586,5.099842522580378e-13,2.833892521106719e-12,878
PPM1D,BRD-K00003173-001-01-9,SJG-136,-0.2404703650032831,5.142984385747578e-13,2.855828725675752e-12,878
TFAP2A,BRD-K00003313-001-01-9,trabectedin,-0.2404688316264086,5.144779489265173e-13,2.856146941166405e-12,878
ATP5F1A,BRD-K00003454-001-01-9,seclidemstat,-0.2404627131302983,5.151948445898978e-13,2.8591017896784404e-12,878
AP1M1,BRD-K00003396-001-01-9,CEP-40783,-0.240264697259397,5.389321427102005e-13,2.9791679374226127e-12,878
MECOM,BRD-K00004648-001-01-9,PF-06747775,-0.2402557541091784,5.400291382114199e-13,2.9845261334304344e-12,878
PHLDB2,BRD-K00076465-001-02-9,ZD-4190,-0.2402221885803711,9.970338150419594e-13,5.231853238697951e-12,858
ME2,BRD-K27040396-051-02-9,CFI-400945,-0.2401818285222021,5.49181298144538e-13,3.031522272138437e-12,878
SMAD7,BRD-K00076647-001-02-9,MK-0429,-0.2401513310312381,1.0128556222648626e-12,5.308917157114682e-12,858
ZFP36L1,BRD-K00003404-001-01-9,CYC065,-0.2401048267755863,6.501071495586127e-13,3.5393208244779638e-12,873
ARHGAP45,BRD-A00047421-001-01-7,ARV-825,-0.2400904820477303,5.607003788998869e-13,3.090562046049952e-12,878
ZFP36L1,BRD-K00003313-001-01-9,trabectedin,-0.2400339709296337,5.679448233497882e-13,3.127711218504064e-12,878
CIRBP,BRD-K69555850-001-02-9,AZD0156,-0.2399691704235671,6.703351195987571e-13,3.6435052128516626e-12,873
SYK,BRD-K00004690-001-01-9,SKLB-1028,-0.2399253693260043,5.821254723343949e-13,3.2005261207714605e-12,878
TCF3,BRD-K00003432-001-01-9,EDO-S101,-0.2398937404452585,6.818481164576753e-13,3.696625882126835e-12,873
CIRBP,BRD-K00074079-001-02-9,GSK2245035,-0.2397811149021992,1.0996064775660045e-12,5.711111687482812e-12,858
BCL2,BRD-K00004614-001-01-9,GSK3117391,-0.2397351526172629,7.066891947746919e-13,3.8184729715362015e-12,873
GRHL2,BRD-K00004573-001-01-9,RG7834,-0.2396673407927667,6.172238097366013e-13,3.37602501314389e-12,878
PIM2,BRD-K00090635-001-01-9,DM4,-0.239634104985039,1.1360379437653013e-12,5.876821341673888e-12,858
ALDH3A1,BRD-K00003501-001-01-9,lazertinib,-0.2394220396379913,6.525098167143057e-13,3.551574158417968e-12,878
FADD,BRD-K30177383-001-02-9,dalbavancin,-0.239388854182527,6.981682361097148e-13,3.777219447767652e-12,876
SLC38A5,BRD-K00003111-001-01-9,BOS-172722,-0.2393002489081815,6.707561125816085e-13,3.644945794758743e-12,878
TCF3,BRD-K00003388-001-01-9,CXD101,-0.2392918264939827,7.809316178697979e-13,4.186223342397459e-12,873
PLCG2,BRD-K97840621-001-02-9,API-1,-0.2392901175316973,6.722962952237756e-13,3.651617246565207e-12,878
SPI1,BRD-K00003159-300-01-9,banoxantrone,-0.2392866802321684,6.728196241144808e-13,3.652761963949743e-12,878
BLNK,BRD-K97840621-001-02-9,API-1,-0.2392444193330893,6.792865646572643e-13,3.684447804402316e-12,878
MAFK,BRD-K11848003-001-17-9,Zearalanol,-0.2391819887567421,1.2556482459423513e-12,6.442812470727691e-12,858
TCF3,BRD-K88554883-001-03-2,ON123300,-0.2391735706747847,7.329546793885418e-13,3.949138575163743e-12,876
E2F3,BRD-K00003532-001-01-9,inarigivir,-0.2390752880599806,7.057829713142292e-13,3.814884275105496e-12,878
SMARCA4,BRD-K91876515-001-03-9,S63845,-0.2390690856366393,7.067736639939076e-13,3.8184729715362015e-12,878
MAFF,BRD-K30177383-001-02-9,dalbavancin,-0.2390091001085504,7.606695973904173e-13,4.08510336172078e-12,876
MYB,BRD-K31144453-001-03-9,AC-261066,-0.238968489469734,7.676694409351129e-13,4.118901218256831e-12,876
TCF4,BRD-K00003159-300-01-9,banoxantrone,-0.2389538596015988,7.254281107585376e-13,3.913828671433181e-12,878
TXLNG,BRD-K39576764-071-01-6,mivobulin,-0.2388702970541934,7.848562020407262e-13,4.205332222397032e-12,876
DKK1,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2388573776456298,1.3490481932964994e-12,6.882766726419075e-12,858
HNF1B,BRD-K00003343-001-01-9,VLX1570,-0.2385835658038303,7.887028567065419e-13,4.222474254710646e-12,878
ME2,BRD-K27677357-003-04-9,ruboxistaurin,-0.2385678684472108,9.189108641662754e-13,4.852414079822456e-12,873
ZNFX1,BRD-K00003343-001-01-9,VLX1570,-0.238532113751628,7.979121625387406e-13,4.267460655115663e-12,878
